GeoKey;BillToAddressID;AddressLine1;AddressLine2;City;StateProvinceID;PostalCode;CountryRegionCode;State / Province;Country
United KingdomEnglandLondonW1N 9FA;662;Paramount House;;London;14;W1N 9FA;GB;England;United Kingdom
United KingdomEnglandLondonW10 6BL;663;2524 Barlby Road;;London;14;W10 6BL;GB;England;United Kingdom
United KingdomEnglandLondonE17 6JF;664;99-3 Forest Works;;London;14;E17 6JF;GB;England;United Kingdom
United KingdomEnglandLondonW1X3SE;665;46-44 Albemarle Street;;London;14;W1X3SE;GB;England;United Kingdom
United KingdomEnglandLondonEC1R 0DU;666;399 Clearing Green;;London;14;EC1R 0DU;GB;England;United Kingdom
United KingdomEnglandLondonSW8 1XD;667;997b Tradescant Road;;London;14;SW8 1XD;GB;England;United Kingdom
United KingdomEnglandOxfordOX14 4SE;668;2574 Milton Park;;Oxford;14;OX14 4SE;GB;England;United Kingdom
United KingdomEnglandCambridgeCB4 4BZ;669;Internet House, 3399 Science Park;;Cambridge;14;CB4 4BZ;GB;England;United Kingdom
United KingdomEnglandLondonSW8 4BG;670;7 Garden House Cloisters, 8 Batters;;London;14;SW8 4BG;GB;England;United Kingdom
United KingdomEnglandLondonSW19 3RU;671;25 Hartfield Road, Wimbledon;;London;14;SW19 3RU;GB;England;United Kingdom
United KingdomEnglandLondonW1V 5RN;672;99 Dean Street, Soho;;London;14;W1V 5RN;GB;England;United Kingdom
United KingdomEnglandLondonW1Y 3RA;673;Park House-4th Floor, 2516 Park St.;;London;14;W1Y 3RA;GB;England;United Kingdom
FranceSeine (Paris)Paris75013;676;21105, rue de Varenne;;Paris;161;75013;FR;Seine (Paris);France
FranceNordRoncq59223;677;69, boulevard Tremblay;;Roncq;145;59223;FR;Nord;France
FranceEssonneVerrieres Le Buisson91370;678;12, rue des Grands Champs;;Verrieres Le Buisson;177;91370;FR;Essonne;France
FranceHauts de SeineCourbevoie92400;679;121, rue de Varenne;;Courbevoie;178;92400;FR;Hauts de Seine;France
FranceSeine Saint DenisPantin93500;680;22, rue du Départ;;Pantin;179;93500;FR;Seine Saint Denis;France
FranceLoir et CherSaint Ouen41100;681;6, rue des Pyrenees;;Saint Ouen;127;41100;FR;Loir et Cher;France
FranceHauts de SeineColombes92700;682;5, place de la Concorde;;Colombes;178;92700;FR;Hauts de Seine;France
FranceSeine (Paris)Paris75019;683;36, avenue de la Gare;;Paris;161;75019;FR;Seine (Paris);France
FranceLoiretOrleans45000;684;26, rue Saint Denis;;Orleans;131;45000;FR;Loiret;France
FranceGaronne (Haute)Colomiers31770;685;68081, place du Tertre;;Colomiers;117;31770;FR;Garonne (Haute);France
FranceSeine et MarneLieusaint77127;686;98, rue de Terre Neuve;;Lieusaint;163;77127;FR;Seine et Marne;France
FranceHauts de SeineColombes92700;687;21801, rue Léo Delibes;;Colombes;178;92700;FR;Hauts de Seine;France
FranceVal de MarneOrly94310;688;2111, rue de Linois;;Orly;180;94310;FR;Val de Marne;France
FranceSeine (Paris)Paris75016;689;39, route de Marseille;;Paris;161;75016;FR;Seine (Paris);France
FranceSeine et MarneRoissy en Brie77680;690;57, rue des Vendangeurs;;Roissy en Brie;163;77680;FR;Seine et Marne;France
FranceSeine (Paris)Paris75019;691;98, rue Montcalm;;Paris;161;75019;FR;Seine (Paris);France
FranceSeine Saint DenisBobigny93000;692;3387, rue Marbeuf;;Bobigny;179;93000;FR;Seine Saint Denis;France
FranceHauts de SeineParis La Defense92081;693;39, avenue des Laurentides;;Paris La Defense;178;92081;FR;Hauts de Seine;France
FranceSeine (Paris)Paris75003;694;3101, avenue de Malakoff;;Paris;161;75003;FR;Seine (Paris);France
FranceSeine (Paris)Paris75005;696;9005, rue des Bouchers;;Paris;161;75005;FR;Seine (Paris);France
FranceSeine (Paris)Paris75010;698;7551, avenue Foch;;Paris;161;75010;FR;Seine (Paris);France
FranceSeine Saint DenisPantin93500;699;22, rue Lafayette;;Pantin;179;93500;FR;Seine Saint Denis;France
FranceLoir et CherSaint Ouen41100;701;54, avenue des Ternes;;Saint Ouen;127;41100;FR;Loir et Cher;France
FranceLoiretOrleans45000;702;510, avenue de Villiers;;Orleans;131;45000;FR;Loiret;France
"FranceVal d'OiseCergy95000";704;33, rue Georges-Clémenceau;;Cergy;181;95000;FR;"Val d'Oise";France
FranceSeine (Paris)Paris75008;705;699bis, rue des Peupliers;;Paris;161;75008;FR;Seine (Paris);France
FrancePas de CalaisBoulogne-sur-Mer62200;706;3639, rue des Grands Champs;;Boulogne-sur-Mer;148;62200;FR;Pas de Calais;France
FranceSeine (Paris)Paris75017;708;1, place de la République;;Paris;161;75017;FR;Seine (Paris);France
FranceEssonneMorangis91420;709;12, rue Lafayette;;Morangis;177;91420;FR;Essonne;France
FranceSeine (Paris)Paris75012;710;88, avenue de l´ Union Centrale;;Paris;161;75012;FR;Seine (Paris);France
FranceSeine (Paris)Paris75007;711;3383, rue Lamarck;;Paris;161;75007;FR;Seine (Paris);France
FranceNordCroix59170;712;28, avenue des Champs-Elysées;;Croix;145;59170;FR;Nord;France
FranceHauts de SeineSèvres92310;713;21, avenue de la Gare;;Sèvres;178;92310;FR;Hauts de Seine;France
FranceHauts de SeineSuresnes92150;714;62, route de Marseille;;Suresnes;178;92150;FR;Hauts de Seine;France
GermanySaarlandFrankfurt am Main60075;715;Karl Liebknecht str 299;;Frankfurt am Main;70;60075;DE;Saarland;Germany
GermanyBrandenburgBerlin14197;717;Bundesallee 9571;Rechnungsstelle - C 035;Berlin;85;14197;DE;Brandenburg;Germany
GermanyHamburgMuehlheim63151;718;Auf Der Steige 29;;Muehlheim;20;63151;DE;Hamburg;Germany
GermanyHamburgEssen45001;719;Hellweg 4934;;Essen;20;45001;DE;Hamburg;Germany
GermanyHessenDuesseldorf40605;720;Kurfürstenstr 9;;Duesseldorf;19;40605;DE;Hessen;Germany
GermanyHessenBerlin14111;721;Postfach 11 09 00;;Berlin;19;14111;DE;Hessen;Germany
GermanySaarlandMünster48001;724;Winterfeldtstr 5557;Kreditorenbuchhaltung;Münster;70;48001;DE;Saarland;Germany
GermanyHessenMünchen80074;726;Kurfürstenstr 574;;München;19;80074;DE;Hessen;Germany
GermanyHessenBad Soden65800;727;Königsteiner Straße 9;;Bad Soden;19;65800;DE;Hessen;Germany
GermanySaarlandSulzbach Taunus66272;728;Werftstr 4400;;Sulzbach Taunus;70;66272;DE;Saarland;Germany
GermanyBayernGrevenbroich41485;729;Hans-Rosenthal-Platz 4223;;Grevenbroich;8;41485;DE;Bayern;Germany
GermanyNordrhein-WestfalenBerlin14197;730;Nonnendamm 63;;Berlin;53;14197;DE;Nordrhein-Westfalen;Germany
GermanySaarlandOffenbach63009;731;Berliner Platz 45;;Offenbach;70;63009;DE;Saarland;Germany
GermanyHamburgFrankfurt am Main60082;732;Brunnenstr 422;;Frankfurt am Main;20;60082;DE;Hamburg;Germany
GermanySaarlandStuttgart70511;733;Rotthäuser Weg 511;;Stuttgart;70;70511;DE;Saarland;Germany
GermanyHamburgHamburg20354;736;Am Grossen Dern 982;;Hamburg;20;20354;DE;Hamburg;Germany
GermanySaarlandKiel24044;737;Conesweg 49;;Kiel;70;24044;DE;Saarland;Germany
GermanyNordrhein-WestfalenHannover30601;738;Krönerweg 9249;;Hannover;53;30601;DE;Nordrhein-Westfalen;Germany
GermanyHamburgBerlin14111;739;Auf Der Steige 1000;;Berlin;20;14111;DE;Hamburg;Germany
GermanySaarlandSaarbrücken66001;740;Wallstr 244;;Saarbrücken;70;66001;DE;Saarland;Germany
GermanyBrandenburgEilenburg04838;741;Roßstr 9938;Verkaufsabteilung;Eilenburg;85;4838;DE;Brandenburg;Germany
GermanyHessenBerlin14111;743;Karl Liebknecht str 399;Leiter der Abteilung;Berlin;19;14111;DE;Hessen;Germany
GermanySaarlandBerlin14197;744;Brunnenstr 9511;;Berlin;70;14197;DE;Saarland;Germany
GermanyHamburgPaderborn33041;745;Knaackstr 7;;Paderborn;20;33041;DE;Hamburg;Germany
GermanyNordrhein-WestfalenBraunschweig38001;746;Alderstr 1849;;Braunschweig;53;38001;DE;Nordrhein-Westfalen;Germany
GermanySaarlandPoing66041;747;Kurfürstenstr 74;;Poing;70;66041;DE;Saarland;Germany
GermanyNordrhein-WestfalenLeipzig04139;748;Königsteiner Straße 449;;Leipzig;53;4139;DE;Nordrhein-Westfalen;Germany
GermanyBayernAugsburg86150;749;Buergermeister-ulrich-str 3000;Buchhaltung;Augsburg;8;86150;DE;Bayern;Germany
GermanyBayernFrankfurt91480;750;Postfach 55 00 00;;Frankfurt;8;91480;DE;Bayern;Germany
GermanyHamburgAugsburg86171;752;Buergermeister-ulrich-str 9500;;Augsburg;20;86171;DE;Hamburg;Germany
GermanySaarlandSulzbach Taunus66272;753;Erftplatz 22;;Sulzbach Taunus;70;66272;DE;Saarland;Germany
GermanyNordrhein-WestfalenMünchen80074;754;Viktoria-Luise-Platz 475;;München;53;80074;DE;Nordrhein-Westfalen;Germany
United StatesVirginiaNewport News23607;755;9920 Picketts Line Road;;Newport News;75;23607;US;Virginia;United States
United StatesMichiganZeeland49464;756;855 East Main Avenue;;Zeeland;35;49464;US;Michigan;United States
United StatesIndianaSouth Bend46601;758;6900 William Richardson Ct.;;South Bend;25;46601;US;Indiana;United States
United StatesMassachusettsNorwood02062;759;99 Edgewater Drive;;Norwood;30;2062;US;Massachusetts;United States
United StatesNew YorkMelville11747;760;Attn: Accounts Payable;44 Main Place;Melville;54;11747;US;New York;United States
United StatesNew HampshireNashua03064;762;6 Cotton Road;;Nashua;46;3064;US;New Hampshire;United States
United StatesOhioOberlin44074;763;5998 E Lorain;;Oberlin;55;44074;US;Ohio;United States
United StatesVirginiaChantilly20151;764;Corporate Ofc A/p;123 Fourth Ave;Chantilly;75;20151;US;Virginia;United States
United StatesMassachusettsRandolph02368;765;58 Teed Drive;;Randolph;30;2368;US;Massachusetts;United States
United StatesMaineKittery03904;766;63 Badgers Island West;;Kittery;33;3904;US;Maine;United States
United StatesConnecticutStamford06901;767;9963 Tresser Blvd.;;Stamford;11;6901;US;Connecticut;United States
United StatesNew YorkEndicott13760;768;P.O. Box 9005;;Endicott;54;13760;US;New York;United States
United StatesConnecticutEast Haven06512;769;Saltonstall Parkway;;East Haven;11;6512;US;Connecticut;United States
United StatesNew YorkNew York10007;770;123 Union Square South;;New York;54;10007;US;New York;United States
United StatesIndianaFort Wayne46807;771;42522 Northrupp;;Fort Wayne;25;46807;US;Indiana;United States
United StatesRhode IslandWarwick02889;772;675 East Ave.;;Warwick;65;2889;US;Rhode Island;United States
United StatesOhioMentor44060;773;77993 Mentor Ave.;;Mentor;55;44060;US;Ohio;United States
United StatesMichiganPontiac48342;774;9920 North Telegraph Rd.;;Pontiac;35;48342;US;Michigan;United States
United StatesMichiganNovi48375;775;46460 West Oaks Drive;;Novi;35;48375;US;Michigan;United States
United StatesMichiganSouthfield48034;776;997000 Telegraph Rd.;;Southfield;35;48034;US;Michigan;United States
United StatesConnecticutWaterbury06710;778;9975 Union St.;;Waterbury;11;6710;US;Connecticut;United States
United StatesNew YorkNew Hartford13413;779;7505 Commercial Dr.;;New Hartford;54;13413;US;New York;United States
United StatesIndianaIndianapolis46204;780;89950 Castleton Corner;;Indianapolis;25;46204;US;Indiana;United States
United StatesConnecticutHamden06518;781;99200 Dixwell Ave.;;Hamden;11;6518;US;Connecticut;United States
United StatesConnecticutMilford06460;782;630 Oldgate Lane;;Milford;11;6460;US;Connecticut;United States
United StatesOhioEuclid44119;783;25264 E. 260th;;Euclid;55;44119;US;Ohio;United States
United StatesOhioNorth Randall44128;784;225200 Miles Ave.;;North Randall;55;44128;US;Ohio;United States
United StatesMichiganMadison Heights48071;785;399700 John R. Rd.;;Madison Heights;35;48071;US;Michigan;United States
United StatesMichiganWestland48185;786;6789 Warren Road;;Westland;35;48185;US;Michigan;United States
United StatesIndianaMichigan City46360;787;42500 South Franklin Street;;Michigan City;25;46360;US;Indiana;United States
United StatesMichiganSouthgate48195;788;2533 Eureka Rd.;;Southgate;35;48195;US;Michigan;United States
United StatesMichiganDetroit48226;789;250000 Eight Mile Road;;Detroit;35;48226;US;Michigan;United States
United StatesIndianaIndianapolis46204;792;250 E. County Line Rd.;;Indianapolis;25;46204;US;Indiana;United States
United StatesOhioCincinnati45202;793;6225 Glenway Ave.;;Cincinnati;55;45202;US;Ohio;United States
United StatesMichiganSaginaw48601;794;998 Forest Road;;Saginaw;35;48601;US;Michigan;United States
United StatesMichiganSaginaw48601;795;99800 Tittabawasee Rd.;;Saginaw;35;48601;US;Michigan;United States
United StatesOhioSpringdale45246;796;25192 Princeton Rd.;;Springdale;55;45246;US;Ohio;United States
United StatesMichiganMidland48640;797;678 Eastman Ave.;;Midland;35;48640;US;Michigan;United States
United StatesIndianaNew Castle47362;798;New Castle Plaza;;New Castle;25;47362;US;Indiana;United States
United StatesIndianaDaleville47334;800;Indiana Factory Shops;;Daleville;25;47334;US;Indiana;United States
United StatesMichiganHolland49423;801;Horizon Outlet Center;;Holland;35;49423;US;Michigan;United States
United StatesIndianaIndianapolis46204;802;Washington Square Ii;;Indianapolis;25;46204;US;Indiana;United States
United StatesVirginiaVirginia Beach23451;803;Regency Hilltop Shopping Cntr;;Virginia Beach;75;23451;US;Virginia;United States
United StatesVirginiaFalls Church22046;805;The Corner Shopping Center;;Falls Church;75;22046;US;Virginia;United States
United StatesMichiganMonroe98272;806;Horizon Outlet Center;;Monroe;35;98272;US;Michigan;United States
United StatesVirginiaLeesburg20176;807;Leesburg Premium Outlet Centre;;Leesburg;75;20176;US;Virginia;United States
United StatesMassachusettsBraintree02184;808;Tree Plaza;;Braintree;30;2184;US;Massachusetts;United States
United StatesNew HampshireHooksett03106;809;Granite State Marketplace;;Hooksett;46;3106;US;New Hampshire;United States
United StatesMichiganRedford48239;810;Redford Plaza;;Redford;35;48239;US;Michigan;United States
United StatesRhode IslandWoonsocket02895;811;Walnut Hill Plaza;;Woonsocket;65;2895;US;Rhode Island;United States
United StatesNew YorkCheektowaga14227;812;Consumer Square;;Cheektowaga;54;14227;US;New York;United States
United StatesNew YorkLake George12845;813;Adirondack Factory Outlet;;Lake George;54;12845;US;New York;United States
United StatesOhioBurbank44214;814;Buckeye Factory Shops;;Burbank;55;44214;US;Ohio;United States
United StatesMassachusettsWrentham02093;815;Wrentham Village;;Wrentham;30;2093;US;Massachusetts;United States
United StatesNew HampshireTilton03276;816;Lake Region Factory Outlet;;Tilton;46;3276;US;New Hampshire;United States
United StatesOhioCincinnati45202;817;Cherry Grove Plaza;;Cincinnati;55;45202;US;Ohio;United States
United StatesOhioMansfield44903;818;Johnny Appleseed Shop.center;;Mansfield;55;44903;US;Ohio;United States
United StatesOhioHolland43528;819;Spring Meadows Place;;Holland;55;43528;US;Ohio;United States
United StatesNew HampshireNashua03064;820;Westside Plaza;;Nashua;46;3064;US;New Hampshire;United States
United StatesNew HampshirePlaistow03865;821;Stateline Plaza;;Plaistow;46;3865;US;New Hampshire;United States
United StatesIndianaLogansport46947;823;Logansport Mall;;Logansport;25;46947;US;Indiana;United States
United StatesMaineKittery03904;824;Dansk Square;;Kittery;33;3904;US;Maine;United States
United StatesMichiganPort Huron48060;825;Port Huron;;Port Huron;35;48060;US;Michigan;United States
United StatesMichiganHowell48843;826;Kensington Valley Shops;;Howell;35;48843;US;Michigan;United States
United StatesOhioColumbus43215;827;Polaris Town Center;;Columbus;55;43215;US;Ohio;United States
United StatesNew YorkValley Stream11580;828;Green Acres Mall;;Valley Stream;54;11580;US;New York;United States
United StatesConnecticutMilford06460;829;Connecticut Post Mall;;Milford;11;6460;US;Connecticut;United States
United StatesOhioHeath43056;830;Indian Mound Mall;;Heath;55;43056;US;Ohio;United States
United StatesConnecticutNew Haven06510;831;Amity Plaza;;New Haven;11;6510;US;Connecticut;United States
United StatesWashingtonSeattle98104;832;2251 Elliot Avenue;;Seattle;79;98104;US;Washington;United States
United StatesWashingtonRenton98055;833;3207 S Grady Way;;Renton;79;98055;US;Washington;United States
United StatesWashingtonBothell98011;834;99300 223rd Southeast;;Bothell;79;98011;US;Washington;United States
United StatesWashingtonKent98031;835;259826 Russell Rd. South;;Kent;79;98031;US;Washington;United States
United StatesWashingtonPuyallup98371;836;35525-9th Street Sw;;Puyallup;79;98371;US;Washington;United States
United StatesMontanaBillings59101;837;640 South 994th St. W.;;Billings;40;59101;US;Montana;United States
United StatesOregonMedford97504;838;25300 Biddle Road;;Medford;58;97504;US;Oregon;United States
United StatesOregonPortland97205;839;Gateway;;Portland;58;97205;US;Oregon;United States
United StatesWashingtonNorth Bend98045;840;Great Northwestern;;North Bend;79;98045;US;Washington;United States
United StatesOregonBeaverton97005;842;258101 Nw Evergreen Parkway;;Beaverton;58;97005;US;Oregon;United States
United StatesWashingtonWoodinville98072;843;253950 N.E. 178th Place;;Woodinville;79;98072;US;Washington;United States
United StatesWashingtonIssaquah98027;844;755 Nw Grandstand;;Issaquah;79;98027;US;Washington;United States
United StatesIdahoIdaho Falls83402;845;22571 South 2500 East;;Idaho Falls;23;83402;US;Idaho;United States
United StatesWashingtonRedmond98052;846;257700 Ne 76th Street;;Redmond;79;98052;US;Washington;United States
United StatesWashingtonWenatchee98801;847;25102 Springwater;;Wenatchee;79;98801;US;Washington;United States
United StatesWashingtonRedmond98052;848;Bldg. 9n/99298;;Redmond;79;98052;US;Washington;United States
United StatesWashingtonSeattle98104;849;4251 First Avenue;;Seattle;79;98104;US;Washington;United States
United StatesOregonKlamath Falls97601;850;558 S 6th St;;Klamath Falls;58;97601;US;Oregon;United States
United StatesOregonTroutdale97060;851;994 Sw Cherry Park Rd;;Troutdale;58;97060;US;Oregon;United States
United StatesOregonClackamas97015-6403;852;25718 Se Sunnyside Rd;;Clackamas;58;97015-6403;US;Oregon;United States
United StatesOregonMilwaukie97222;853;567 Sw Mcloughlin Blvd;;Milwaukie;58;97222;US;Oregon;United States
United StatesWashingtonRenton98055;854;490 Ne 4th St;;Renton;79;98055;US;Washington;United States
United StatesWashingtonPort Orchard98366;855;15 East Main;;Port Orchard;79;98366;US;Washington;United States
United StatesWashingtonShelton98584;856;3025 E Waterway Blvd;;Shelton;79;98584;US;Washington;United States
United StatesWashingtonLongview98632;857;7990 Ocean Beach Hwy.;;Longview;79;98632;US;Washington;United States
United StatesWashingtonLynnwood98036;858;2345 West Spencer Road;;Lynnwood;79;98036;US;Washington;United States
United StatesWashingtonSeattle98104;859;1050 Oak Street;;Seattle;79;98104;US;Washington;United States
United StatesWashingtonPuyallup98371;860;4927 S Meridian Ave Ste D;;Puyallup;79;98371;US;Washington;United States
United StatesWashingtonBellevue98004;861;25915 140th Ave Ne;;Bellevue;79;98004;US;Washington;United States
United StatesWashingtonWashougal98671;862;3307 Evergreen Blvd;Ste 1071;Washougal;79;98671;US;Washington;United States
United StatesWashingtonTacoma98403;863;2507 Pacific Ave S;;Tacoma;79;98403;US;Washington;United States
United StatesWashingtonRenton98055;864;67 Rainer Ave S;;Renton;79;98055;US;Washington;United States
United StatesWashingtonBellingham98225;865;750 Lakeway Dr;;Bellingham;79;98225;US;Washington;United States
United StatesWashingtonPuyallup98371;866;2528 Meridian E;;Puyallup;79;98371;US;Washington;United States
United StatesWashingtonEverett98201;867;48995 Evergreen Wy.;;Everett;79;98201;US;Washington;United States
United StatesWashingtonBothell98011;868;25111 228th St Sw;;Bothell;79;98011;US;Washington;United States
United StatesWashingtonKent98031;869;2583 Se 272nd St;;Kent;79;98031;US;Washington;United States
United StatesWashingtonEllensburg98926;870;409 S. Main Ste. 25;;Ellensburg;79;98926;US;Washington;United States
United StatesWashingtonEverett98201;871;2502 Evergreen Ste E;;Everett;79;98201;US;Washington;United States
United StatesWashingtonSequim98382;872;755 W Washington Ave Ste D;;Sequim;79;98382;US;Washington;United States
United StatesOregonPortland97205;874;2550 Ne Sandy Blvd;;Portland;58;97205;US;Oregon;United States
United StatesWyomingCheyenne82001;875;2540 Dell Range Blvd;;Cheyenne;82;82001;US;Wyoming;United States
United StatesWashingtonSeattle98104;876;765 Delridge Way Sw;;Seattle;79;98104;US;Washington;United States
United StatesIdahoSandpoint83864;877;4781 Highway 95;;Sandpoint;23;83864;US;Idaho;United States
United StatesWashingtonLacey98503;880;S Sound Ctr Suite 25300;;Lacey;79;98503;US;Washington;United States
United StatesMontanaMissoula59801;881;Southgate Mall;;Missoula;40;59801;US;Montana;United States
United StatesOregonMedford97504;882;Medford;;Medford;58;97504;US;Oregon;United States
United StatesWashingtonChehalis98532;884;Lewis County Mall;;Chehalis;79;98532;US;Washington;United States
United StatesWashingtonKennewick99337;885;755 Columbia Ctr Blvd;;Kennewick;79;99337;US;Washington;United States
United StatesOregonSalem97301;886;Lancaster Mall;;Salem;58;97301;US;Oregon;United States
United StatesIdahoLewiston83501;887;Lewiston Mall;;Lewiston;23;83501;US;Idaho;United States
